Name,Company,Built,Capacity,Crew,EnrouteDuration,OriginPort,OriginCountry,DestinationPort,DestinationCountry
Voluptatem Eligendi,Zhonggu Logistics,1978,2500,Bolivia,40,Busan,South Korea,Tanger Med,Morocco
Dolore Amet,Ocean Network Express,1966,6500,Lesotho,80,Singapore,Singapore,Jebel Ali,United Arab Emirates
Ad Quae,Zhonggu Logistics,1996,8600,Italy,89,Ningbo-Zhoushan,China,Barcelona,Spain
Ipsa Aut,Yang Ming Marine Transport Corporation,2020,16500,Trinidad and Tobago,39,Dongguan,China,Port Klang,Malaysia
Quas Dolor,COSCO Shipping,1950,5700,Syrian Arab Republic,64,Los Angeles,U.S.A.,Felixstowe,U.K.
Ratione Aperiam,Sinokor Merchant Marine,1976,6500,Myanmar,60,Antwerp,Belgium,Tanjung Pelepas,Malaysia
Eum Asperiores,Maersk,2012,8400,Pitcairn Islands,54,Tokyo,Japan,Shanghai,China
Sit Tempore,Mediterranean Shipping Company,1952,15900,Syrian Arab Republic,113,New York-New Jersey,U.S.A.,Qingdao,China
Deserunt Corrupti,Swire,1995,2900,Tajikistan,78,Seattle-Tacoma NW Seaport Alliance,U.S.A.,Qingdao,China
Placeat Nam,COSCO Shipping,1969,2500,Mexico,46,Kaohsiung,Taiwan,Piraeus,Greece
Consectetur Est,Hapag-Lloyd,1959,12100,Anguilla,79,Yingkou,China,Tanjung Pelepas,Malaysia
Eaque Autem,Sinokor Merchant Marine,2002,5000,Fiji,116,Laem Chabang,Thailand,Tanjung Pelepas,Malaysia
Id Mollitia,Evergreen Marine,2009,9700,Faroe Islands,83,Kaohsiung,Taiwan,Bremen/Bremerhaven,Germany
Numquam Praesentium,COSCO Shipping,2019,6800,Guyana,69,Hong Kong,China,Rotterdam,The Netherlands
Rerum Ratione,COSCO Shipping,1966,8900,Heard Island and McDonald Islands,71,Busan,South Korea,Singapore,Singapore
Id Dolorem,Hyundai Merchant Marine,2020,7400,Georgia,31,Tanjung Pelepas,Malaysia,Shenzhen,China
Architecto Perspiciatis,Zhonggu Logistics,2000,4700,Belarus,107,New York-New Jersey,U.S.A.,Bremen/Bremerhaven,Germany
Rerum Esse,Ocean Network Express,1955,1800,Egypt,62,Jawarharlal Nehru Port (Nhava Sheva),India,Busan,South Korea
Laborum Facere,Maersk,1962,5100,Turkey,39,Ho Chi Minh City,Vietnam,Los Angeles,U.S.A.
Eum Officiis,Maersk,1989,1900,Hong Kong,66,Singapore,Singapore,Nanjing,China
Sunt Atque,Maersk,1978,16400,Cook Islands,97,Jebel Ali,United Arab Emirates,Singapore,Singapore
Nam Quae,Hapag-Lloyd,2015,1700,Grenada,103,Port Klang,Malaysia,Rotterdam,The Netherlands
Accusamus Deleniti,CMA CGM,2017,10000,Bahamas,61,Singapore,Singapore,Salalah,Oman
Nobis Cum,Zhonggu Logistics,2018,5400,Mauritius,119,Salalah,Oman,Ningbo-Zhoushan,China
Commodi Aut,Maersk,1965,4000,Cocos (Keeling) Islands,66,Tokyo,Japan,Shenzhen,China
Asperiores Consequuntur,Matson,1951,1100,Zambia,96,Singapore,Singapore,Mundra,India
Vel Quisquam,Maersk,1962,3400,New Caledonia,62,Bremen/Bremerhaven,Germany,Busan,South Korea
Vel Ea,Mediterranean Shipping Company,1960,5400,Panama,70,Manila,Philippines,Ningbo-Zhoushan,China
Impedit Perspiciatis,Maersk,2020,8100,French Guiana,71,Dalian,China,Tanjung Priok,Indonesia
Dignissimos Dolor,Salam Pacific Indonesia Lines,1957,5300,"Virgin Islands, British",54,Shanghai,China,Singapore,Singapore
Quibusdam Velit,Maersk,1978,9200,Bolivia,104,Busan,South Korea,Rotterdam,The Netherlands
Et Repudiandae,CMA CGM,1964,5100,Slovenia,75,Shenzhen,China,Kaohsiung,Taiwan
Et Illum,Ocean Network Express,1965,3700,Kenya,45,Rizhao,China,Singapore,Singapore
Eveniet Eum,CMA CGM,1960,10900,Jersey,112,Rotterdam,The Netherlands,Singapore,Singapore
Vero Optio,Maersk,2012,14300,Sudan,96,Algeciras,Spain,Shenzhen,China
Est Eius,Korea Marine Transport Company [de],1988,3700,Zimbabwe,94,Dongguan,China,Bremen/Bremerhaven,Germany
Voluptatum Saepe,Mediterranean Shipping Company,2002,10400,Papua New Guinea,103,Colombo,Sri Lanka,Singapore,Singapore
Fugiat Sequi,Maersk,1965,9400,Kyrgyz Republic,77,Ningbo-Zhoushan,China,Singapore,Singapore
A Minima,Evergreen Marine,1999,6000,Saint Pierre and Miquelon,49,Jeddah,Saudi Arabia,Keihin Ports,Japan
Vero Doloribus,Maersk,1964,1600,Democratic People's Republic of Korea,34,Singapore,Singapore,Kaohsiung,Taiwan
Perferendis Saepe,COSCO Shipping,1987,13800,Grenada,52,Piraeus,Greece,Tokyo,Japan
Illo Et,COSCO Shipping,1985,3400,Congo,93,Shenzhen,China,Ho Chi Minh City,Vietnam
At Tempora,Maersk,1980,11200,Guatemala,85,Guangzhou Harbor,China,Manila,Philippines
Doloribus Earum,CMA CGM,1976,1000,Cambodia,54,Shanghai,China,Keihin Ports,Japan
Eum Omnis,Maersk,1998,1800,Nauru,65,Salalah,Oman,Port Klang,Malaysia
Repellendus Excepturi,CMA CGM,2018,3400,China,87,Singapore,Singapore,Los Angeles,U.S.A.
Nisi Architecto,CMA CGM,1991,10500,Palestinian Territory,111,Hong Kong,China,Port Klang,Malaysia
Fugiat Repudiandae,Zhonggu Logistics,1983,13900,Portugal,33,Ningbo-Zhoushan,China,Ho Chi Minh City,Vietnam
Quisquam Voluptatem,Evergreen Marine,1974,5800,Saint Kitts and Nevis,40,Ningbo-Zhoushan,China,Mundra,India
Nam Eligendi,Yang Ming Marine Transport Corporation,1988,4800,Republic of Korea,107,Hamburg,Germany,Kaohsiung,Taiwan
Est Omnis,COSCO Shipping,1988,12700,Dominican Republic,71,Hanshin Port,Japan,Marsaxlokk,Malta
Eaque Aspernatur,COSCO Shipping,1975,2100,Libyan Arab Jamahiriya,59,Busan,South Korea,Ningbo-Zhoushan,China
Blanditiis Sit,Maersk,2005,6700,United States Minor Outlying Islands,108,Hong Kong,China,Busan,South Korea
Praesentium Quia,CMA CGM,1981,11300,Japan,38,Mundra,India,Yingkou,China
Enim Fuga,SM Line,1963,2600,Mauritania,58,Port Klang,Malaysia,Shanghai,China
Sequi Eum,Mediterranean Shipping Company,2000,17800,Jordan,108,Shanghai,China,Port Klang,Malaysia
Repudiandae Beatae,CMA CGM,1997,10600,Finland,63,Singapore,Singapore,Cai Mep,Vietnam
Et Magnam,X-Press Feeders,1984,2100,United States of America,96,Mundra,India,Fuzhou,China
Vero Perspiciatis,Zhonggu Logistics,1977,6200,Tokelau,36,Ningbo-Zhoushan,China,Vancouver,Canada
Sequi Ducimus,COSCO Shipping,1993,2600,Turkey,55,Shanghai,China,Hamburg,Germany
Dignissimos Velit,SM Line,1970,15500,Senegal,90,Savannah,U.S.A.,Shanghai,China
Et Officia,Zhonggu Logistics,1991,3000,Central African Republic,79,Shanghai,China,Kaohsiung,Taiwan
Maxime Voluptas,Grimaldi Group,2010,6200,Guadeloupe,35,Savannah,U.S.A.,Algeciras,Spain
Sapiente Vitae,CMA CGM,1963,1700,Palestinian Territory,91,Shenzhen,China,Barcelona,Spain
Eum Assumenda,Unifeeder,1996,3100,Argentina,80,Tianjin,China,Singapore,Singapore
Corrupti Omnis,CMA CGM,1989,3400,Comoros,72,Barcelona,Spain,Shanghai,China
Quasi Hic,Maersk,1961,9300,Guyana,42,Shanghai,China,Keihin Ports,Japan
Esse Rem,Maersk,1992,4700,Sweden,98,Xiamen,China,Antwerp,Belgium
Non Quo,Maersk,1951,12400,Thailand,110,Guangzhou Harbor,China,Kaohsiung,Taiwan
Necessitatibus Quaerat,COSCO Shipping,2016,6300,Mali,110,Lianyunguang,China,Laem Chabang,Thailand
Distinctio Sint,Ocean Network Express,2012,6400,Malaysia,31,Piraeus,Greece,Ningbo-Zhoushan,China
Omnis Vitae,Mediterranean Shipping Company,1991,6500,Qatar,96,Hong Kong,China,Singapore,Singapore
Dolor Assumenda,Hyundai Merchant Marine,1990,5700,Western Sahara,70,Busan,South Korea,Singapore,Singapore
Debitis Sit,Evergreen Marine,1988,9800,Uzbekistan,100,Los Angeles,U.S.A.,Vancouver,Canada
Error Voluptas,Salam Pacific Indonesia Lines,2016,4100,Djibouti,53,Tianjin,China,Laem Chabang,Thailand
Odio Dignissimos,CMA CGM,2013,10000,Belize,58,Rotterdam,The Netherlands,Singapore,Singapore
Velit Nesciunt,COSCO Shipping,2014,12400,Serbia,117,Long Beach,U.S.A.,Shenzhen,China
Enim Officiis,CMA CGM,1972,3500,Timor-Leste,38,Piraeus,Greece,Hong Kong,China
Quos Ut,Wan Hai Lines,1969,7700,China,89,Jawarharlal Nehru Port (Nhava Sheva),India,Hong Kong,China
Repellat Cum,Ocean Network Express,2020,4100,Christmas Island,26,Busan,South Korea,Felixstowe,U.K.
Atque Aperiam,Maersk,1964,12700,Russian Federation,25,Tianjin,China,Jebel Ali,United Arab Emirates
Earum Provident,Hapag-Lloyd,1990,9900,Hungary,102,Qingdao,China,Los Angeles,U.S.A.
Id Molestiae,Mediterranean Shipping Company,1973,4700,Saint Martin,62,Dalian,China,Bremen/Bremerhaven,Germany
Aut Assumenda,IRISL Group,1961,8700,United States of America,36,Keihin Ports,Japan,Qingdao,China
Laboriosam Et,Hapag-Lloyd,1989,2000,Jersey,23,Ningbo-Zhoushan,China,Barcelona,Spain
Cum Qui,Mediterranean Shipping Company,1979,14500,Bulgaria,60,Antwerp,Belgium,Ho Chi Minh City,Vietnam
Nam Voluptates,X-Press Feeders,1983,8200,Spain,81,Guangzhou Harbor,China,Felixstowe,U.K.
Sit Mollitia,COSCO Shipping,1957,1000,Hong Kong,48,Hong Kong,China,Jebel Ali,United Arab Emirates
Deleniti Id,Mediterranean Shipping Company,1954,9200,Ukraine,119,Qingdao,China,Laem Chabang,Thailand
Id Doloribus,Swire,2020,11300,Indonesia,88,Tanjung Priok,Indonesia,Ho Chi Minh City,Vietnam
Quis Accusamus,Maersk,2009,6500,Seychelles,21,Ningbo-Zhoushan,China,Savannah,U.S.A.
Esse Aut,Wan Hai Lines,1958,10500,Togo,103,Shenzhen,China,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Numquam Et,Pacific International Lines,1978,1200,Greenland,39,Hong Kong,China,Singapore,Singapore
Earum Voluptatem,Sinotrans,1994,1800,San Marino,118,Qingdao,China,Rotterdam,The Netherlands
Soluta Nemo,Maersk,1973,9900,Kyrgyz Republic,65,Ningbo-Zhoushan,China,New York-New Jersey,U.S.A.
Enim Sapiente,Hapag-Lloyd,1993,7800,Bermuda,58,Ningbo-Zhoushan,China,Los Angeles,U.S.A.
Quia Quod,CMA CGM,2011,2300,Saudi Arabia,54,Hong Kong,China,Savannah,U.S.A.
Hic Officia,Ocean Network Express,1988,7700,Burundi,21,Kaohsiung,Taiwan,Qingdao,China
Et Dolore,Hapag-Lloyd,1974,9100,Bahrain,118,Fuzhou,China,Santos,Brazil
Omnis Iusto,CMA CGM,1970,5800,Central African Republic,61,Marsaxlokk,Malta,Shanghai,China
Nostrum At,CMA CGM,1991,9100,Antigua and Barbuda,68,Antwerp,Belgium,Guangzhou Harbor,China
Vitae Voluptatem,CMA CGM,1961,8200,Papua New Guinea,29,Singapore,Singapore,Tianjin,China
Quibusdam Animi,CMA CGM,1971,4900,Germany,114,Jebel Ali,United Arab Emirates,Barcelona,Spain
Aut Sint,CMA CGM,2016,4400,Slovenia,112,Ningbo-Zhoushan,China,Hamburg,Germany
Illum Perspiciatis,Antong Holdings (QASC),1976,8000,Italy,27,Singapore,Singapore,Shanghai,China
Nisi Ut,Wan Hai Lines,1967,9700,Azerbaijan,93,Nanjing,China,Jawarharlal Nehru Port (Nhava Sheva),India
Voluptatibus Ipsum,Zhonggu Logistics,2007,13100,Guyana,64,Shanghai,China,Tanjung Priok,Indonesia
Recusandae Libero,COSCO Shipping,1988,11400,Angola,49,Lianyunguang,China,Santos,Brazil
Qui Eum,Maersk,2020,8700,Italy,93,Rotterdam,The Netherlands,Shenzhen,China
Facere Modi,Maersk,1999,4300,United States of America,73,Qingdao,China,New York-New Jersey,U.S.A.
Soluta Quia,Maersk,1951,7700,Slovakia (Slovak Republic),58,Rotterdam,The Netherlands,Hamburg,Germany
Eius Harum,Maersk,2009,13700,French Southern Territories,36,Fuzhou,China,Singapore,Singapore
Eum Voluptatibus,Evergreen Marine,1953,1900,Guinea,48,Tianjin,China,Long Beach,U.S.A.
Molestias Aut,Salam Pacific Indonesia Lines,1963,9800,Macedonia,98,Xiamen,China,Jawarharlal Nehru Port (Nhava Sheva),India
Est Corrupti,CMA CGM,1979,2400,Aruba,48,Singapore,Singapore,Shenzhen,China
Laboriosam Architecto,Mediterranean Shipping Company,1968,3100,Bhutan,22,Singapore,Singapore,Shanghai,China
Iure Consequuntur,Hapag-Lloyd,1975,12700,Egypt,118,Shanghai,China,Mundra,India
Incidunt Repellendus,Arkas Container Transport,1990,5500,New Zealand,91,Tianjin,China,Rotterdam,The Netherlands
Enim Quis,Evergreen Marine,1999,4400,Guatemala,90,Shanghai,China,Salalah,Oman
Quod Aliquam,Ocean Network Express,2003,10800,Saint Barthelemy,81,Fuzhou,China,Keihin Ports,Japan
Aspernatur Ducimus,Mediterranean Shipping Company,2019,13700,Guatemala,31,Santos,Brazil,Rotterdam,The Netherlands
Sint Molestias,Arkas Container Transport,2018,12900,Saint Kitts and Nevis,48,Algeciras,Spain,Singapore,Singapore
Quasi Enim,Ocean Network Express,2011,4700,Thailand,78,Mundra,India,Los Angeles,U.S.A.
Reprehenderit Sit,Mediterranean Shipping Company,1970,6500,Holy See (Vatican City State),30,Qingdao,China,New York-New Jersey,U.S.A.
Culpa Quia,Mediterranean Shipping Company,2007,5800,Reunion,100,Piraeus,Greece,Algeciras,Spain
Hic Impedit,Sinokor Merchant Marine,1980,6000,Montenegro,84,Hong Kong,China,Seattle-Tacoma NW Seaport Alliance,U.S.A.
Est Nesciunt,Maersk,1956,8700,Egypt,69,Kaohsiung,Taiwan,Tianjin,China
Iusto Id,COSCO Shipping,1983,3000,Azerbaijan,50,Guangzhou Harbor,China,Ho Chi Minh City,Vietnam
Omnis Soluta,Maersk,1960,2200,Azerbaijan,24,Shanghai,China,Singapore,Singapore
Consequatur Maxime,COSCO Shipping,1975,4800,Falkland Islands (Malvinas),64,Hamburg,Germany,Long Beach,U.S.A.
Repellat Velit,Zhonggu Logistics,1986,3100,Guam,36,Singapore,Singapore,Barcelona,Spain
Harum Eius,Mediterranean Shipping Company,1983,7300,Gambia,80,Long Beach,U.S.A.,Busan,South Korea
Quod Omnis,Mediterranean Shipping Company,1953,4400,Libyan Arab Jamahiriya,39,Manila,Philippines,Savannah,U.S.A.
Voluptas Aperiam,COSCO Shipping,2003,6200,French Guiana,77,Singapore,Singapore,Busan,South Korea
Quas Aut,Shandong International Transportation Corporation,2001,8500,Russian Federation,59,Guangzhou Harbor,China,Singapore,Singapore
Ea Totam,Hapag-Lloyd,1961,4700,Latvia,27,Hong Kong,China,Tanjung Pelepas,Malaysia
Repudiandae At,Maersk,2018,11000,Netherlands,26,Dongguan,China,Santos,Brazil
Cumque Repellat,Zim Integrated Shipping Services,1995,3800,Kazakhstan,38,Busan,South Korea,Hong Kong,China
In Ad,Hyundai Merchant Marine,1973,3400,Saint Helena,65,Busan,South Korea,Port Klang,Malaysia
Molestiae Nam,X-Press Feeders,2020,8900,Puerto Rico,55,Shenzhen,China,Port Klang,Malaysia
Sed Asperiores,Mediterranean Shipping Company,2016,11300,Guinea,107,Mundra,India,Barcelona,Spain
Qui Placeat,Mediterranean Shipping Company,2004,5600,Malta,44,Antwerp,Belgium,Busan,South Korea
Molestias Facilis,COSCO Shipping,2016,9800,Maldives,62,Guangzhou Harbor,China,Singapore,Singapore
Sapiente Et,Salam Pacific Indonesia Lines,1950,11400,Luxembourg,113,Mundra,India,Shanghai,China
Ipsam Perspiciatis,Salam Pacific Indonesia Lines,1966,4800,Rwanda,79,Singapore,Singapore,Rotterdam,The Netherlands
Eaque Officiis,CMA CGM,1957,4500,Belgium,48,Guangzhou Harbor,China,Bremen/Bremerhaven,Germany
Nemo Nulla,Zim Integrated Shipping Services,1994,2600,Rwanda,62,Shenzhen,China,Ho Chi Minh City,Vietnam
Ut Quas,Wan Hai Lines,2009,6300,Nauru,22,Los Angeles,U.S.A.,Rotterdam,The Netherlands
Aliquam Dolores,CMA CGM,1964,15400,United States Minor Outlying Islands,35,Singapore,Singapore,Keihin Ports,Japan
Consequatur Doloribus,CMA CGM,1961,14600,Gambia,40,Rotterdam,The Netherlands,Long Beach,U.S.A.
Rem Inventore,Wan Hai Lines,1981,4100,South Africa,59,Lianyunguang,China,Kaohsiung,Taiwan
Autem Occaecati,CMA CGM,2003,8000,Uruguay,36,Ho Chi Minh City,Vietnam,Tianjin,China
Incidunt Dolorem,Maersk,1981,18000,Ireland,120,Keihin Ports,Japan,Dalian,China
Dolores Vitae,Pacific International Lines,2004,10800,Kyrgyz Republic,74,Hong Kong,China,Marsaxlokk,Malta
Quibusdam Sit,CMA CGM,1968,1800,Malta,47,Antwerp,Belgium,Nanjing,China
Nobis Quis,Hyundai Merchant Marine,1976,2100,Chad,38,Ningbo-Zhoushan,China,Singapore,Singapore
Officiis Pariatur,Mediterranean Shipping Company,1951,11200,Malawi,86,Busan,South Korea,Tokyo,Japan
Provident Quia,Evergreen Marine,1984,2900,Bahamas,58,Busan,South Korea,Shanghai,China
Possimus In,COSCO Shipping,1984,12100,Togo,23,Tanjung Pelepas,Malaysia,Ho Chi Minh City,Vietnam
Porro Voluptas,Maersk,1964,5500,Malaysia,105,Colombo,Sri Lanka,Singapore,Singapore
Voluptatem Itaque,COSCO Shipping,2001,5000,Philippines,105,Yingkou,China,Busan,South Korea
Molestiae Quam,Mediterranean Shipping Company,1977,5800,Finland,42,Ningbo-Zhoushan,China,Colon,Panama
Eaque Impedit,Hyundai Merchant Marine,1973,8300,Saint Helena,38,Tokyo,Japan,Rotterdam,The Netherlands
Sequi Et,Hapag-Lloyd,2012,14700,Oman,38,Vancouver,Canada,Xiamen,China
Illum Fugit,Swire,1979,9300,Yemen,55,Ningbo-Zhoushan,China,Marsaxlokk,Malta
Exercitationem Perferendis,Hyundai Merchant Marine,2000,6200,Christmas Island,32,Fuzhou,China,Antwerp,Belgium
Laudantium Doloremque,Ocean Network Express,1990,7400,South Georgia and the South Sandwich Islands,100,Tianjin,China,Singapore,Singapore
Iste Delectus,CMA CGM,1957,2200,Chile,66,Shanghai,China,Colombo,Sri Lanka
Iusto Ab,Maersk,1982,2100,Netherlands,60,Kaohsiung,Taiwan,Jebel Ali,United Arab Emirates
Adipisci Sed,CMA CGM,1981,15000,Austria,117,Ho Chi Minh City,Vietnam,Hamburg,Germany
Itaque Incidunt,X-Press Feeders,1976,6800,Norway,65,Tanjung Pelepas,Malaysia,Cai Mep,Vietnam
Ipsum Molestiae,Hapag-Lloyd,1996,4700,Cape Verde,77,Hong Kong,China,Salalah,Oman
Vero Est,Sinotrans,1971,1000,Morocco,42,Qingdao,China,Busan,South Korea
Maiores Aut,Maersk,2020,2200,Brazil,76,Hamburg,Germany,Long Beach,U.S.A.
Nam Sint,Mediterranean Shipping Company,1951,7700,Saint Barthelemy,82,Los Angeles,U.S.A.,Jebel Ali,United Arab Emirates
Maxime Quis,Hapag-Lloyd,2004,4800,Reunion,56,Guangzhou Harbor,China,Hanshin Port,Japan
Dolore Labore,Mediterranean Shipping Company,1989,7900,Christmas Island,47,Dongguan,China,Tanjung Pelepas,Malaysia
Sequi Dolor,Maersk,2003,16900,Niue,91,Mundra,India,Qingdao,China
Impedit Ut,Sinokor Merchant Marine,2020,4800,Nauru,50,Tanger Med,Morocco,Ningbo-Zhoushan,China
Sit Blanditiis,CMA CGM,2008,8500,Isle of Man,66,Rotterdam,The Netherlands,Shenzhen,China
Minima Rem,Sinotrans,2017,10700,Spain,20,Hamburg,Germany,Tanjung Pelepas,Malaysia
Atque Veritatis,Mediterranean Shipping Company,1952,10500,Switzerland,61,Shenzhen,China,Rotterdam,The Netherlands
Illum Rerum,Antong Holdings (QASC),1971,1700,Republic of Korea,57,Singapore,Singapore,Hong Kong,China
Soluta Velit,Maersk,1977,5700,Uzbekistan,76,Ningbo-Zhoushan,China,Rotterdam,The Netherlands
Vero Sunt,Evergreen Marine,1992,5600,Iceland,117,Antwerp,Belgium,Shanghai,China
Eligendi Tempora,Ocean Network Express,1993,2200,Cocos (Keeling) Islands,52,Ho Chi Minh City,Vietnam,Hamburg,Germany
Id Omnis,Hapag-Lloyd,2016,1900,Japan,115,Shenzhen,China,Port Klang,Malaysia
Illo Ipsa,Mediterranean Shipping Company,1961,5100,Belgium,28,Tanjung Priok,Indonesia,Tianjin,China
Nostrum Sed,CMA CGM,1978,5800,Aruba,37,Ningbo-Zhoushan,China,Antwerp,Belgium
Tenetur Saepe,Hapag-Lloyd,1963,5900,"Virgin Islands, U.S.",48,Shanghai,China,Hamburg,Germany
Animi Omnis,COSCO Shipping,1997,2500,Dominican Republic,98,Singapore,Singapore,Ningbo-Zhoushan,China
Illum Dolores,Mediterranean Shipping Company,2005,4500,Czech Republic,25,Felixstowe,U.K.,Vancouver,Canada
Quos Explicabo,Zhonggu Logistics,1998,11200,Botswana,63,Mundra,India,Ningbo-Zhoushan,China
Eveniet Labore,Zhonggu Logistics,1977,5700,Libyan Arab Jamahiriya,63,Rizhao,China,Jebel Ali,United Arab Emirates
Distinctio Rerum,COSCO Shipping,2020,4900,Ukraine,117,Singapore,Singapore,Tianjin,China
Architecto Quo,Mediterranean Shipping Company,2013,4300,Venezuela,60,Ningbo-Zhoushan,China,Singapore,Singapore
Sequi Excepturi,Evergreen Marine,2011,10400,Saint Barthelemy,39,Singapore,Singapore,Jeddah,Saudi Arabia
Exercitationem Deserunt,CMA CGM,2020,8000,Netherlands,24,Shanghai,China,Busan,South Korea
Id Sunt,Maersk,1973,3100,Yemen,66,Jawarharlal Nehru Port (Nhava Sheva),India,Ningbo-Zhoushan,China
Praesentium Magnam,CMA CGM,2020,7000,Equatorial Guinea,45,Singapore,Singapore,Keihin Ports,Japan
Repellendus Dolore,Yang Ming Marine Transport Corporation,1999,5900,Paraguay,58,Shenzhen,China,Savannah,U.S.A.
Sequi Sed,Wan Hai Lines,2014,1100,Saint Vincent and the Grenadines,59,Tanjung Priok,Indonesia,Tianjin,China
At Necessitatibus,Hapag-Lloyd,1965,6400,Libyan Arab Jamahiriya,103,Jebel Ali,United Arab Emirates,Colombo,Sri Lanka
Repellendus Laudantium,COSCO Shipping,1963,5500,Greenland,43,Qingdao,China,Felixstowe,U.K.
Qui Magnam,Yang Ming Marine Transport Corporation,1973,17100,Martinique,33,Jebel Ali,United Arab Emirates,Tanjung Pelepas,Malaysia
Quo Minus,CMA CGM,2012,4300,Wallis and Futuna,106,Guangzhou Harbor,China,Santos,Brazil
Deserunt Tempora,CMA CGM,1959,13700,Belarus,48,Tianjin,China,Manila,Philippines
Est Consequuntur,X-Press Feeders,2018,5600,Western Sahara,97,Antwerp,Belgium,Kaohsiung,Taiwan
Doloremque Excepturi,CMA CGM,2016,1500,Barbados,71,Lianyunguang,China,Mundra,India
Perferendis Harum,Mediterranean Shipping Company,2011,5100,Bahamas,51,Tianjin,China,Port Klang,Malaysia
Delectus Dolore,CMA CGM,2017,10400,Cook Islands,40,Busan,South Korea,Jebel Ali,United Arab Emirates
Cum Voluptatem,Antong Holdings (QASC),1977,6700,Malawi,20,Shenzhen,China,Tanjung Pelepas,Malaysia
Iure Nobis,Mediterranean Shipping Company,2003,4300,Turkmenistan,83,Shanghai,China,New York-New Jersey,U.S.A.
Labore Laborum,Mediterranean Shipping Company,2016,3100,Saint Kitts and Nevis,49,Hamburg,Germany,Barcelona,Spain
Commodi Eos,Mediterranean Shipping Company,2006,3000,Jordan,60,Shanghai,China,Jawarharlal Nehru Port (Nhava Sheva),India
Voluptatem Eum,Mediterranean Shipping Company,1958,7800,Somalia,114,Guangzhou Harbor,China,Colombo,Sri Lanka
Vel Minima,Regional Container Lines,1967,5300,Turkmenistan,105,Hong Kong,China,Rotterdam,The Netherlands
Id Ratione,COSCO Shipping,1989,5200,Benin,102,Singapore,Singapore,Port Klang,Malaysia
Nemo Accusantium,COSCO Shipping,1991,13700,Benin,55,Shenzhen,China,Keihin Ports,Japan
Sunt Magnam,Maersk,2017,9800,Republic of Korea,114,Fuzhou,China,Antwerp,Belgium
Repudiandae Ipsum,Maersk,1982,8400,Angola,35,Tianjin,China,Busan,South Korea
Doloribus Velit,Antong Holdings (QASC),1960,8100,Saint Pierre and Miquelon,101,Piraeus,Greece,Rotterdam,The Netherlands
Expedita Qui,Mediterranean Shipping Company,2014,7900,Vanuatu,58,Santos,Brazil,Dalian,China
